LSOA,LA CODE,LA NAME,GOR CODE,GOR NAME,2004IMD SCORE,2004RANK OF IMD (where 1 is most deprived),2004INCOME SCORE,2004RANK OF INCOME SCORE (where 1 is most deprived),2004EMPLOYMENT SCORE,2004RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2004HEALTH DEPRIVATION AND DISABILITY SCORE,2004RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2004EDUCATION SKILLS AND TRAINING SCORE,2004RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2004BARRIERS TO HOUSING AND SERVICES SCORE,2004RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2004CRIME AND DISORDER SCORE,2004RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2004LIVING ENVIRONMENT SCORE,2004RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2007IMD SCORE,2007RANK OF IMD (where 1 is most deprived),2007INCOME SCORE,2007RANK OF INCOME SCORE (where 1 is most deprived),2007EMPLOYMENT SCORE,2007RANK OF EMPLOYMENT SCORE (where 1 is most deprived),2007HEALTH DEPRIVATION AND DISABILITY SCORE,2007RANK OF HEALTH DEPRIVATION AND DISABILITY SCORE (where 1 is most deprived),2007EDUCATION SKILLS AND TRAINING SCORE,2007RANK OF EDUCATION SKILLS AND TRAINING SCORE (where 1 is most deprived),2007BARRIERS TO HOUSING AND SERVICES SCORE,2007RANK OF BARRIERS TO HOUSING AND SERVICES SCORE (where 1 is most deprived),2007CRIME AND DISORDER SCORE,2007RANK OF CRIME AND DISORDER SCORE (where 1 is most deprived),2007LIVING ENVIRONMENT SCORE,2007RANK OF LIVING ENVIRONMENT SCORE (where 1 is most deprived),2010imd_score,2010imd_rank,2010income_score,2010income_rank,2010employ_score,2010employ_rank,2010healthdd_score,2010healthdd_rank,2010edust_score,2010edust_rank,2010housesb_score,2010housesb_rank,2010crimed_score,2010crimed_rank,2010environl_score,2010environl_rank
E01000227,00AC,Barnet,H,London,11.16,22469,0.08,19082,0.06,22608,-1,28063,4.61,27680,27.77,8869,-0.29,20176,21.94,12744,15.16,18044,0.11,16453,0.06,23607,-0.83,26500,5.71,26179,44.94,1109,-0.38,21627,15.89,16802,10.72,23087,0.1,17323,0.06,21362,-1.58,31617,5.24,26818,26.93,9626,-0.2,19338,13.43,19349
E01000228,00AC,Barnet,H,London,13.28,19982,0.1,15641,0.05,24643,-0.81,26357,7.14,24713,32.47,5605,0.2,13406,14.3,18329,19.35,14459,0.14,14122,0.06,21206,-1.03,28286,4.47,27675,48.51,602,0.69,6781,15.82,16873,12.83,20583,0.11,16018,0.05,24798,-1.43,31161,4.99,27108,32.25,5709,0.43,9978,13.75,19032
E01000229,00AC,Barnet,H,London,21.44,12783,0.21,7459,0.09,15039,-0.12,17782,15.82,16488,35.94,3727,-0.32,20704,11,21635,29.47,8418,0.26,6171,0.11,10599,-0.08,17232,12.42,19280,54.95,117,0.1,14739,17.34,15709,23.51,11576,0.22,7252,0.12,9715,-0.71,25544,16.6,15815,36.37,3633,0.21,13293,8.76,24325
E01000230,00AC,Barnet,H,London,8.81,25386,0.07,21632,0.05,25930,-0.8,26237,2.76,29939,24.74,11552,0.17,13790,9.76,22958,14.32,18859,0.11,17248,0.06,23703,-0.7,25233,2.78,29722,39.61,2405,0.41,10315,10.42,22120,8.5,25981,0.1,18219,0.05,25490,-1.74,31957,3.31,29072,22.69,13677,-0.03,16807,9.97,22933
E01000231,00AC,Barnet,H,London,12.78,20581,0.11,14668,0.07,20525,-0.95,27661,5.39,26736,27.47,9142,-0.2,18988,17.75,15513,20.41,13586,0.17,11208,0.06,20924,-0.75,25747,4.61,27508,50.35,354,0.33,11452,15.86,16834,15.62,17687,0.13,13926,0.07,19173,-0.99,28376,4.01,28254,34.61,4437,0.04,15748,24.01,11393
E01000232,00AC,Barnet,H,London,14.36,18798,0.11,15550,0.09,14370,-0.72,25343,2.27,30516,22.65,13731,0.31,11807,18.31,15107,18.93,14761,0.12,15687,0.09,14817,-0.49,22761,2.35,30250,42.44,1631,0.4,10494,18.6,14770,13.82,19447,0.13,13700,0.08,15627,-1.05,28879,1.75,30911,22.25,14127,0.09,15057,20.71,13364
E01000233,00AC,Barnet,H,London,12.2,21239,0.11,15380,0.06,23193,-0.83,26514,1.76,31100,22.26,14105,0.17,13841,26.61,10290,14.94,18266,0.11,16655,0.07,20384,-0.94,27563,1.93,30741,39.54,2430,0.06,15413,19.14,14401,12.17,21344,0.12,14695,0.07,19691,-1.09,29188,2.52,30016,20.53,15907,0,16281,22.86,12034
E01000234,00AC,Barnet,H,London,8.73,25479,0.07,20641,0.05,26099,-1.01,28179,1.05,31853,23.67,12623,-0.16,18404,18.67,14860,13.73,19493,0.1,17570,0.05,25443,-1.06,28491,1.56,31182,43.34,1427,-0.13,18090,16.59,16260,9.25,25034,0.09,18790,0.05,26503,-1.52,31460,2.97,29481,22.92,13437,-0.06,17201,20.57,13458
E01000235,00AC,Barnet,H,London,23.71,11279,0.24,6046,0.11,11256,-0.04,16525,11.64,20109,24.47,11818,0.37,11007,22.66,12321,30.54,7960,0.31,4093,0.14,7525,-0.08,17167,12.76,18972,40.44,2161,0.24,12640,21.27,13026,23.52,11568,0.26,5478,0.11,11313,-0.61,24339,14.75,17294,23.13,13239,0.68,6814,16.07,16902
E01000236,00AC,Barnet,H,London,12.44,20962,0.09,16965,0.06,21905,-0.51,22990,2.63,30105,28.01,8648,-0.33,20741,23.94,11656,17.86,15622,0.14,13713,0.07,20702,-0.6,24088,1.45,31304,43.2,1456,0.13,14316,25.61,10641,16.71,16734,0.15,12504,0.06,22296,-0.52,23211,1.88,30771,28.58,8290,0.59,7950,32,7697
E01000237,00AC,Barnet,H,London,14.41,18739,0.09,16928,0.06,22016,-0.94,27584,1.14,31762,23.49,12809,0.8,5836,32.98,7472,18.61,15016,0.09,19650,0.07,19897,-0.95,27676,1.95,30720,39.99,2299,0.96,4240,36.26,6323,14.46,18757,0.07,23600,0.05,26815,-1.03,28689,0.99,31734,22.85,13501,1.32,1615,37.83,5662
E01000238,00AC,Barnet,H,London,12.09,21372,0.1,15789,0.07,20634,-0.57,23672,3.55,28976,23.02,13309,-0.62,24618,26.07,10565,16.35,16949,0.14,14130,0.07,19752,-0.53,23231,3.06,29387,38.87,2625,-0.5,23221,26.92,9960,16.42,16996,0.16,11008,0.07,18327,-0.72,25704,4.81,27297,21.3,15096,0.43,9993,29.28,8812
E01000239,00AC,Barnet,H,London,15.52,17624,0.14,11618,0.07,20638,-0.55,23366,3.49,29046,32.76,5423,0.04,15622,16.54,16469,21.6,12730,0.17,10819,0.07,18694,-0.5,22794,5.48,26448,49.59,458,-0.15,18372,28.21,9392,18.71,14994,0.16,11394,0.08,17131,-0.88,27344,5.2,26869,34.08,4705,0.28,12186,32.38,7565
E01000240,00AC,Barnet,H,London,12.69,20701,0.09,17752,0.06,23586,-0.8,26199,4.4,27964,33.73,4834,0.12,14531,14.86,17851,20.27,13700,0.18,10411,0.08,17679,-0.87,26887,3.55,28782,48.67,584,-0.03,16693,18.35,14926,17.8,15779,0.15,11788,0.09,15106,-1.28,30435,3.97,28286,38.82,2666,0.09,14954,17.03,16103
E01000241,00AC,Barnet,H,London,10.31,23512,0.07,20354,0.05,25109,-1.21,29685,0.9,32008,32.89,5338,-0.74,26001,23.42,11912,14.55,18623,0.09,20064,0.04,27502,-0.93,27475,0.93,31840,49.73,435,-0.36,21316,22.05,12542,11.93,21606,0.09,19840,0.05,24572,-1.52,31454,1.26,31457,33.23,5139,0.11,14743,25.53,10595
E01000242,00AC,Barnet,H,London,13.59,19625,0.14,12173,0.06,22903,-0.77,25859,1.82,31042,30.89,6557,-0.18,18632,17.44,15739,19.47,14345,0.13,14791,0.08,16214,-0.78,25985,2.16,30464,45.97,938,0.22,12953,25.62,10630,16.46,16958,0.14,13333,0.08,17819,-1.2,29976,1.75,30906,32.24,5714,0.53,8623,23.57,11647
E01000243,00AC,Barnet,H,London,17.55,15787,0.12,13868,0.07,18977,-0.47,22426,0.95,31951,25.08,11236,0.77,6124,38.15,5571,23.8,11316,0.14,13406,0.07,18385,-0.49,22763,3.38,28986,41.44,1879,1.21,2450,42.18,4464,17.63,15916,0.12,15799,0.08,17787,-0.86,27157,7.09,24698,24.87,11542,0.66,7073,42.88,4205
E01000244,00AC,Barnet,H,London,14.06,19105,0.1,16095,0.06,21260,-0.2,18857,2.81,29872,26.65,9834,0.02,15869,26.8,10191,21.03,13134,0.14,13229,0.07,18314,-0.12,17739,2.97,29495,42.12,1714,0.6,7904,28.71,9177,14.49,18726,0.12,14914,0.07,19624,-0.6,24163,2.35,30223,26.57,9952,0.1,14812,29.47,8744
E01000245,00AC,Barnet,H,London,32.26,7232,0.3,3641,0.16,5800,0.29,12090,12.85,18969,25.59,10721,0.44,10091,36.18,6236,34.04,6619,0.29,4790,0.16,5973,0.3,11896,6.78,24964,42.9,1521,0.37,10870,40.21,5047,31.84,7410,0.26,5161,0.16,5822,-0.09,17373,7.95,23685,24.35,12036,1.11,2831,42.58,4280
E01000246,00AC,Barnet,H,London,10.04,23897,0.06,23729,0.05,23909,-1.04,28400,4.14,28263,30.1,7105,-0.09,17454,18.07,15274,13.27,19975,0.06,24278,0.05,25656,-1.1,28847,1.92,30755,45.36,1043,0.29,12000,15.25,17324,9.94,24102,0.05,26407,0.05,25237,-1.36,30855,1.66,31021,30.71,6680,0.36,11015,19.79,14005
E01000247,00AC,Barnet,H,London,9.3,24761,0.06,22126,0.04,27702,-1.19,29519,4.49,27855,31.07,6449,-0.3,20364,16.66,16387,16.27,17016,0.1,18781,0.06,22158,-1.09,28769,3.01,29450,48.9,563,0.13,14278,18.49,14837,10.87,22872,0.07,23399,0.06,23312,-1.49,31346,3.15,29239,34.66,4410,0.14,14300,14.97,17869
E01000248,00AC,Barnet,H,London,12.26,21159,0.07,21219,0.05,24920,-0.64,24548,2.53,30231,21.11,15397,0.69,6953,31.49,8057,14.14,19081,0.07,22889,0.04,28298,-0.8,26188,1.01,31766,37.68,3051,0.82,5481,26.71,10073,10.17,23801,0.06,24389,0.05,25216,-1.19,29917,0.82,31913,20.18,16304,0.52,8864,31.69,7831
E01000249,00AC,Barnet,H,London,5.27,29768,0.04,27428,0.04,29403,-1.45,30928,2.05,30769,23.38,12918,-0.53,23472,12.03,20555,9.02,25105,0.05,28260,0.05,26288,-1.46,30923,1.09,31695,39.18,2534,-0.4,21933,12.49,19928,5.33,29706,0.03,30267,0.04,27483,-1.51,31423,0.96,31768,20.98,15450,-0.05,16996,12.81,19927
E01000250,00AC,Barnet,H,London,18.94,14662,0.09,17209,0.08,17393,-0.76,25789,3.44,29106,27.08,9441,1.47,1315,28.93,9226,21.43,12862,0.1,18242,0.08,17524,-0.47,22428,1.84,30846,40.32,2195,1.37,1604,29.27,8928,12.87,20542,0.1,17436,0.07,18900,-1.01,28578,2.41,30148,25.62,10826,0.08,15224,26.54,10078
E01000251,00AC,Barnet,H,London,17.54,15789,0.11,14818,0.1,13249,-0.17,18430,5.55,26556,24.76,11539,0.1,14746,31.05,8263,25.93,10080,0.16,11982,0.12,9291,-0.11,17634,2.92,29565,41.79,1787,0.8,5664,32.72,7545,22.9,11959,0.18,9650,0.12,9439,-0.26,19710,3.78,28528,24.21,12157,0.7,6582,34.47,6775
E01000252,00AC,Barnet,H,London,14.72,18432,0.13,12715,0.09,15192,-0.36,21050,3.55,28972,28,8670,-0.85,27193,15.41,17397,18.75,14909,0.14,13895,0.08,17059,-0.23,19187,3.72,28570,45.74,985,-0.41,22032,18.2,15052,15.95,17371,0.12,15262,0.09,13907,-0.94,27954,3.06,29348,28.36,8476,0.15,14075,27.01,9851
E01000253,00AC,Barnet,H,London,10.12,23765,0.04,27986,0.04,28319,-1.11,28954,1.33,31567,40.41,2144,0.12,14475,13.07,19511,15.08,18135,0.05,28329,0.04,28275,-0.96,27737,1.59,31148,52.71,201,0.76,5972,13.01,19395,10.12,23868,0.06,25870,0.05,25939,-0.89,27367,2.79,29682,38.59,2740,-0.06,17162,9.24,23780
E01000254,00AC,Barnet,H,London,7.39,27197,0.03,28572,0.03,29956,-1.29,30148,2.84,29831,28.3,8416,0.03,15720,17.25,15891,11.78,21622,0.06,26108,0.03,31175,-1.22,29658,2.6,29949,42.38,1647,0.32,11613,20.76,13338,7.11,27678,0.04,29101,0.03,31093,-1.56,31539,1.85,30797,26.48,10028,-0.04,16981,24.64,11052
E01000255,00AC,Barnet,H,London,15.28,17852,0.13,13204,0.08,17823,-0.4,21555,11.29,20447,26.97,9567,-0.05,16912,13.16,19411,22.65,12046,0.23,7559,0.09,15292,-0.49,22734,11.71,19914,42.52,1613,-0.19,18989,20.38,13574,18.03,15557,0.18,10190,0.09,14775,-0.81,26694,13.41,18470,29.58,7495,0.1,14863,14.15,18632
E01000256,00AC,Barnet,H,London,10.58,23194,0.07,20790,0.05,25414,-1.15,29251,3.18,29432,29.52,7493,0.39,10772,13.13,19452,13.54,19676,0.09,19814,0.04,27854,-1.47,30995,2.63,29906,42.27,1673,0.52,8915,14.68,17792,12.13,21385,0.11,16693,0.05,26123,-1.95,32224,5.69,26307,32.17,5746,0.28,12193,15.75,17180
E01000257,00AC,Barnet,H,London,27.52,9272,0.25,5383,0.11,11638,0.05,15374,12.04,19764,40.52,2107,-0.03,16574,29.22,9091,34.81,6365,0.3,4374,0.13,8688,0.27,12339,12.21,19475,53.62,161,0.53,8776,25.85,10498,30.57,7943,0.32,3040,0.15,6495,-0.11,17581,12.99,18808,26.98,9585,0.37,10813,26.81,9939
E01000258,00AC,Barnet,H,London,12.64,20745,0.05,23857,0.05,26428,-1.1,28822,2.63,30106,29.03,7836,0.96,4274,25.56,10836,15.45,17769,0.09,20394,0.05,23955,-1.11,28971,1.77,30925,41.33,1904,0.81,5540,19.14,14399,11.34,22293,0.06,23984,0.05,26494,-1.21,30023,1.57,31126,28.95,7970,0.44,9812,31.73,7812
E01000259,00AC,Barnet,H,London,8.64,25617,0.07,20196,0.04,27122,-1.32,30348,2.74,29963,26.79,9701,-0.07,17139,12.21,20370,15.76,17469,0.16,11801,0.06,21638,-0.8,26212,1.68,31041,35.13,4109,0.24,12726,17.75,15400,12.28,21210,0.12,15277,0.06,22480,-1.01,28525,1.95,30683,25.72,10716,0.49,9282,13.27,19498
E01000260,00AC,Barnet,H,London,18.29,15171,0.13,12349,0.06,23580,-0.89,27152,3.29,29287,41.63,1764,0.71,6754,20.62,13520,22.72,11990,0.15,12554,0.07,18988,-0.69,25072,2.89,29591,55.45,103,0.75,6134,20.17,13728,19.06,14696,0.17,10498,0.07,18266,-1.31,30565,5.01,27083,42.51,1648,0.31,11690,18.56,14900
E01000261,00AC,Barnet,H,London,10.96,22739,0.06,23344,0.03,30507,-1.22,29721,1.72,31138,37.6,3058,0.4,10655,16.44,16541,13.89,19317,0.05,27430,0.03,30247,-1.32,30301,1.09,31694,49.18,517,0.74,6219,15.53,17086,8.45,26029,0.05,26565,0.04,29382,-1.55,31518,0.98,31753,36.94,3377,-0.71,25953,18.84,14700
E01000262,00AC,Barnet,H,London,6.58,28248,0.06,22909,0.03,29521,-1.17,29412,3.72,28780,27.06,9472,-1.15,29674,11.17,21446,15.58,17632,0.22,8043,0.05,24414,-1.18,29454,3.02,29433,39.08,2564,-0.85,27355,12.3,20108,15.17,18096,0.23,6583,0.06,21342,-1.62,31713,6.87,24976,29.91,7243,-0.58,24452,7.02,26409
E01000263,00AC,Barnet,H,London,5.24,29799,0.02,31761,0.02,32119,-1.9,32060,1.05,31849,25.97,10405,0.21,13165,9.45,23316,10.92,22642,0.03,31424,0.02,32346,-1.52,31171,1.65,31074,45.24,1064,0.63,7533,10.44,22095,5.41,29649,0.02,32307,0.02,32288,-2.07,32310,0.87,31864,30.89,6546,-0.35,21449,13.31,19446
E01000264,00AC,Barnet,H,London,17.18,16132,0.1,15900,0.07,20256,-0.8,26162,2.45,30324,24.75,11541,0.99,4007,39.7,5093,20.02,13910,0.13,14566,0.07,18547,-0.93,27458,1.42,31324,41.62,1829,0.73,6318,35.89,6444,14.6,18621,0.13,14502,0.06,22028,-1.32,30645,4.32,27877,25.47,10969,0.19,13517,39.33,5210
E01000265,00AC,Barnet,H,London,14.7,18452,0.11,14863,0.07,19142,-0.4,21462,5.88,26175,24.53,11759,-0.27,19981,32.13,7787,24.21,11067,0.18,9954,0.09,15171,-0.13,17810,5.9,25957,49.11,529,-0.19,18891,33.83,7152,19.97,14019,0.21,8168,0.09,14886,-0.7,25480,6.84,25022,33.42,5035,-0.18,18990,27.59,9578
E01000266,00AC,Barnet,H,London,8.78,25426,0.04,27768,0.04,27934,-1.28,30108,3.4,29161,28.32,8399,0.6,8063,11.74,20852,13.88,19328,0.05,27004,0.04,29526,-1.12,28988,2.19,30438,42.61,1590,1.19,2508,9.9,22668,8.52,25947,0.06,24032,0.04,27496,-1.64,31757,2.19,30402,27.8,8911,0.55,8403,6.11,27532
E01000267,00AC,Barnet,H,London,7.65,26869,0.06,23059,0.04,26782,-1.21,29649,3.49,29044,28.19,8519,-0.88,27459,13.87,18741,15.21,18005,0.1,17676,0.06,23457,-0.92,27342,2.54,30027,49.82,426,-0.85,27336,17.18,15837,11.03,22685,0.09,18515,0.05,25619,-1.08,29142,2.09,30525,34.95,4271,-0.21,19463,14.41,18381
E01000268,00AC,Barnet,H,London,16.08,17089,0.15,10838,0.07,20448,-0.65,24627,4.15,28249,24.62,11662,0.03,15794,34.69,6806,22.8,11925,0.16,11887,0.08,17546,-0.43,21912,6.98,24732,42.29,1668,0.74,6210,34.62,6864,20.93,13289,0.2,8427,0.11,11542,-0.63,24660,6.39,25530,22.7,13662,0.35,11156,34.73,6696
E01000269,00AC,Barnet,H,London,11.32,22270,0.07,20860,0.09,14635,-0.81,26279,9.1,22631,20.51,16018,-0.5,23129,13.01,19562,12.7,20594,0.08,20983,0.06,23356,-1.14,29178,5.68,26222,37.73,3035,0.15,14054,14.43,18026,9.52,24654,0.08,21774,0.07,19761,-1.33,30670,4.38,27798,17.88,18887,0.17,13793,16.04,16924
E01000270,00AC,Barnet,H,London,9.94,24000,0.06,23693,0.06,22874,-1.03,28326,2.71,30006,24.87,11423,0.34,11391,17.31,15846,16.2,17083,0.08,20710,0.06,22847,-1.13,29124,2.97,29504,41.74,1798,0.82,5452,22.53,12250,9.77,24342,0.07,23354,0.05,25098,-1.33,30677,2.09,30515,25.85,10624,0.35,11139,20.43,13557
E01000271,00AC,Barnet,H,London,9.45,24569,0.04,27944,0.04,29361,-1.24,29876,1.87,30988,30.63,6733,0.69,6913,15.21,17555,14.16,19060,0.05,26529,0.04,27301,-1.26,29934,1.75,30957,45.39,1040,0.83,5312,16.53,16310,7.84,26782,0.07,23029,0.04,28598,-1.61,31673,2.56,29968,29.89,7258,-0.44,22689,14.89,17942
E01000272,00AC,Barnet,H,London,4.05,30973,0.02,31024,0.02,31914,-1.68,31671,0.52,32291,23.44,12863,-0.48,22777,11.83,20768,7.45,27083,0.03,30533,0.02,31923,-1.37,30533,0.42,32295,38.92,2607,-0.32,20746,10.23,22321,5.71,29327,0.03,30619,0.03,30709,-1.86,32139,0.4,32279,27.21,9411,0.19,13582,9.24,23786
E01000273,00AC,Barnet,H,London,17.67,15691,0.16,10497,0.09,14785,-0.31,20343,6.85,25030,26.51,9935,-0.65,24882,29.76,8838,19.86,14007,0.15,13130,0.1,13201,-0.37,21190,3.07,29370,41.28,1921,-0.33,20871,27.39,9741,14.68,18547,0.14,12970,0.08,16274,-1.23,30175,3.12,29276,24.92,11501,-0.18,19003,28.84,8992
E01000274,00AC,Barnet,H,London,17,16250,0.15,10881,0.09,14904,-0.43,21888,7.69,24100,23.06,13275,0.01,16033,22.82,12236,24.54,10889,0.23,7368,0.1,13173,-0.23,19247,6.27,25558,42.13,1711,0.19,13419,27.01,9918,18.99,14763,0.17,10672,0.1,12110,-0.66,24980,6.34,25586,28.21,8580,0.24,12855,23.36,11767
E01000275,00AC,Barnet,H,London,9.05,25074,0.06,22531,0.04,26974,-0.88,27025,1.34,31548,34.44,4455,-0.93,27937,14.18,18442,15.61,17611,0.09,19797,0.06,21714,-0.77,25932,1.48,31273,51.19,284,-0.44,22507,14.52,17940,11.55,22074,0.11,16062,0.05,23710,-1.08,29119,1.91,30727,35.38,4084,-0.57,24428,12.66,20088
E01000276,00AC,Barnet,H,London,5.48,29512,0.03,28539,0.03,29611,-1.47,30997,1.5,31386,31.18,6369,-1.14,29624,7.72,25318,8.32,25985,0.03,31432,0.03,31198,-1.63,31508,0.92,31848,44.41,1216,-0.71,25887,11.26,21199,5.31,29726,0.03,30955,0.02,31807,-1.95,32227,0.78,31963,31.82,5955,-0.72,26050,11.61,21141
E01000277,00AC,Barnet,H,London,16.56,16630,0.16,10616,0.06,20844,-0.53,23160,3.69,28807,31.71,6040,-0.49,22956,32.79,7547,22.18,12350,0.16,11445,0.08,17088,-0.45,22205,5.51,26409,48.1,654,-0.28,20232,37.53,5887,18.01,15573,0.16,11544,0.09,13480,-0.73,25745,9.25,22340,29.49,7574,-0.39,22033,28.29,9247
E01000278,00AC,Barnet,H,London,6,28940,0.03,29476,0.04,29323,-1.58,31404,1.56,31314,32.71,5468,-0.71,25619,8.37,24554,8.88,25281,0.04,29891,0.03,31520,-1.73,31748,0.9,31869,44.6,1172,-0.51,23328,12.29,20120,5.48,29556,0.03,30790,0.02,32139,-2.2,32376,0.96,31779,32.68,5453,-0.77,26581,12.26,20467
E01000279,00AC,Barnet,H,London,8.65,25604,0.02,31149,0.03,31300,-1.81,31925,1.02,31878,40.32,2160,-0.33,20833,19.86,14019,10.43,23271,0.03,31493,0.02,32208,-2.2,32307,0.64,32132,53.59,162,-0.38,21671,9.45,23200,7.74,26897,0.02,32182,0.02,32252,-2.01,32269,0.61,32110,37.94,3003,0.04,15729,14.85,17971
E01000280,00AC,Barnet,H,London,4.26,30785,0.01,32067,0.02,32076,-1.96,32131,1.7,31167,26.8,9691,-0.85,27174,13.1,19488,8.36,25931,0.03,31512,0.02,32301,-2.09,32231,0.58,32174,44.13,1276,-0.49,23062,12.88,19541,4.29,30768,0.04,29991,0.02,32279,-2.32,32417,0.88,31846,28.65,8222,-0.74,26311,7.47,25910
E01000281,00AC,Barnet,H,London,8.76,25456,0.05,24135,0.03,29538,-0.45,22221,9.26,22463,23.08,13253,-0.58,24064,21.94,12746,14.37,18811,0.09,19237,0.06,21433,-0.6,24012,15.88,16334,36.09,3637,-0.51,23337,16.04,16682,13.24,20112,0.09,19652,0.07,20407,-0.56,23764,24.98,10559,21.68,14687,-0.43,22529,17.44,15765
E01000282,00AC,Barnet,H,London,11.04,22627,0.05,23796,0.05,25987,-1.17,29417,2.2,30588,23.88,12400,0.97,4130,18.07,15271,16.37,16926,0.09,19566,0.06,22392,-1.07,28612,1.09,31684,38.69,2674,0.94,4370,24.79,11031,10.13,23840,0.09,20000,0.05,25688,-1.46,31252,1.14,31589,23.99,12372,-0.03,16796,30.67,8224
E01000283,00AC,Barnet,H,London,4.62,30469,0.02,31391,0.03,30523,-1.41,30728,0.8,32078,29.73,7336,-0.96,28211,7.77,25253,9.35,24703,0.04,29736,0.03,30590,-1.56,31289,0.57,32187,47.37,738,-0.51,23329,8.5,24378,4.7,30365,0.03,30975,0.03,31397,-2.08,32316,0.54,32173,32.36,5640,-0.85,27405,5.08,28736
E01000284,00AC,Barnet,H,London,18.6,14919,0.14,12277,0.1,13771,-0.27,19860,6.43,25527,27.14,9403,0.02,15863,32.35,7706,24.38,10980,0.16,11456,0.11,11649,-0.32,20585,6.46,25340,43.91,1316,0.03,15778,41.3,4731,18.69,15019,0.16,11578,0.09,13848,-0.69,25358,7.96,23676,25.86,10615,-0.03,16789,38.67,5411
E01000285,00AC,Barnet,H,London,12.69,20695,0.13,12722,0.07,19456,-0.76,25760,9.22,22507,22.29,14079,-0.46,22604,12.26,20305,16.05,17212,0.13,14815,0.08,17818,-0.53,23213,8.01,23581,37.86,2978,-0.38,21601,14.98,17554,13.57,19727,0.13,13792,0.08,16723,-1.27,30361,12.11,19625,24.65,11755,-0.07,17348,9.31,23684
E01000286,00AC,Barnet,H,London,18.74,14817,0.17,9540,0.09,15755,-0.38,21328,16.99,15512,30.64,6727,-0.58,24113,16.83,16231,25.41,10357,0.21,8303,0.12,10262,-0.27,19800,15.94,16293,47.07,776,-0.49,23061,15.12,17438,21.96,12569,0.18,9624,0.11,11030,-0.27,19891,17.37,15241,31.32,6281,0.21,13323,15.24,17625
E01000287,00AC,Barnet,H,London,21.27,12907,0.19,8377,0.11,11730,-0.09,17276,23.81,11147,23.09,13232,-0.71,25695,19.7,14140,25.79,10147,0.21,8219,0.11,11168,-0.13,17846,24.58,10752,39.25,2516,-0.29,20432,23.72,11626,22.5,12215,0.21,8010,0.1,12056,-0.34,20764,26.1,10016,24.57,11829,0.34,11227,14.18,18594
E01000288,00AC,Barnet,H,London,12.6,20785,0.08,18668,0.06,21448,-0.82,26407,6.5,25423,26.47,9966,0.18,13589,22.29,12524,18.9,14793,0.13,14989,0.07,19694,-0.87,26901,4.73,27369,45.75,981,0.59,8047,18.86,14582,12.78,20654,0.1,17131,0.06,21511,-1.09,29226,5.43,26588,25.09,11313,0.4,10439,21.3,13003
E01000289,00AC,Barnet,H,London,33.94,6603,0.31,3372,0.14,7879,0.12,14359,35.71,6309,31.26,6325,0.75,6339,16.85,16212,44.27,3521,0.39,2128,0.18,4289,0.16,13822,33.1,7230,46.92,800,1.25,2170,15.92,16780,35.53,6032,0.33,2681,0.18,4027,-0.31,20323,28.98,8768,27.67,9013,0.76,5994,16.35,16695
E01000290,00AC,Barnet,H,London,18.37,15109,0.12,13582,0.07,18203,-0.71,25238,12.47,19335,44.72,1082,-0.15,18287,10.88,21745,24.91,10659,0.15,12342,0.09,14390,-0.54,23296,9.58,21936,59.5,37,0.66,7138,15.97,16736,18.59,15112,0.12,15594,0.08,15866,-0.59,24109,10.71,20909,44.13,1309,0.21,13221,10.46,22372
E01000291,00AC,Barnet,H,London,30.72,7837,0.27,4807,0.16,5972,0.02,15749,23.36,11392,29.03,7840,0.61,7897,16.71,16338,34.78,6379,0.29,4924,0.15,6652,0.14,14081,24,11035,44.37,1221,0.81,5525,17.47,15614,29.3,8510,0.28,4299,0.15,5985,-0.59,24110,29.25,8647,25.62,10830,0.42,10140,13.97,18787
E01000292,00AC,Barnet,H,London,11.27,22316,0.08,19603,0.07,19967,-0.86,26880,2.96,29688,20.72,15790,0.3,12001,19.99,13933,15.86,17375,0.1,17716,0.07,18173,-0.73,25497,3.63,28689,35.41,3956,0.61,7741,16.12,16622,10.24,23720,0.1,17220,0.07,20275,-1.27,30367,2.17,30427,18.94,17681,-0.19,19100,20.24,13668
E01000293,00AC,Barnet,H,London,7.71,26804,0.06,23641,0.04,27335,-1.25,29934,2.21,30572,22.13,14265,0.08,15098,16.74,16309,12.05,21335,0.07,23596,0.06,22474,-1.27,29994,1.13,31651,35.16,4094,0.3,11886,20.85,13293,6.97,27855,0.04,28620,0.05,26751,-1.71,31914,1.53,31165,19.82,16669,0,16340,25.27,10740
E01000294,00AC,Barnet,H,London,8.99,25159,0.08,19529,0.07,20581,-0.76,25741,1.65,31220,23.01,13333,-1,28614,13.41,19182,14.26,18937,0.11,16332,0.07,18952,-0.63,24391,1.22,31537,41.02,1982,-0.94,28140,13.7,18695,12.67,20758,0.13,14232,0.08,15607,-0.66,25024,2.55,29983,22.35,14014,-0.31,20911,12.87,19876
